Ot4 stans talk as if red velvet saved the world from global warming, nuclear war and discovered the cure to cancer before sm added Yeri. https://t.co/JuobmQc3A8	no
How our deceptive cancer cure video went viral and reminded people to be skeptical. https://t.co/jzTp9cRK2k @crackedscience @mcgillu @McGillREPORTER	no
@JRubinBlogger He is exposing the cancer. My biggest concern is that he may not be the chemo that may cure it. Maybe there’s no cure. I don’t know. How can this country heal? The same actors remain in power even under Trump. Hillary and her minions are free. McConnell still reigns...	no
RT @upulie: There's no single cure for cancer and it's unlikely that there will be 😔 https://t.co/F8RfkWJGOK	no
Hemp could free us from oil, prevent deforestation, cure cancer, and It's environmentally friendly. Why isn't there mass funding into this wonder crop? https://t.co/x72pYs05Sc	no
My Tuesday Psychic Vision 1) Donald Trump steps in dog crap 2) He goes on television and tells the world his crap-infested shoes cure cancer 3) The next morning, polls show 95% of his supporters believe that his literally crappy shoes cure cancer #TrumpKimSummit	no
Turmeric has medicinal value and can help cure cancer. Odisha's Kandhamal district turmeric can be exported to international market , which would largely benefit the farmers and boot the economy. But careless govt in Odisha ruined farmers income and prosperity.	no
i believe the U.S. has a cure for cancer and the government won’t let anyone know bc theyre making millions of profit from healthcare and treatment. 🤷🏽‍♀️	no
RT @Habeebinamdar: May Allah heal those with Cancer and cure every sick 🤒 ♥️🙏 https://t.co/QCPWhzujb0	no
RT @CaulfieldTim: "How our deceptive cancer cure video went viral and reminded people to be skeptical" https://t.co/oV6YIFvTMi @crackedscie…	no
Why don't you just be Honest. It doesn't matter what Trump does, you Libtards will never be satisfied. If he found the cure for cancer you would say he interfered with the natural progress of a disease and is going to mutate and cause the death of everyone. https://t.co/g8Gnd2vuQD An eleventh-hour executive order doesn't fix the harm done to thousands of children and their parents.  Trump's order replaces one crisis for another: children don't belong in jail at all, even with their parents, under any circumstances.	no
According to some people Messi has to show up alone on the pitch, score 3 goals, make 4-5 amazing saves, dribble all the players and win the WC. Also we should expect him to cure cancer, solve the economic crisis in Greece, stop the war in Syria and then maybe we appreciate him.	no
RT @BushraHussein1: Help raise £15000 to help fund my mother's treatments to cure cancer Please #donate on @justgiving and RT https://t.co/…	no
Hemp Could Free Us From Oil, Prevent Deforestation, Cure Cancer, and It’s Environmentally Friendly https://t.co/M7poVCXzKP #INDIGENOUS #TAIRP https://t.co/azQ23PWxUv End the deadly &amp; vile agenda of the worlds biggest drug cartel &amp; their drug pushers as they continue to use lobbying &amp; political bribery to keep cannabis/hemp off the market in order to make a fortune selling its lethal, addicting &amp; toxic opioids to the vulnerable public. https://t.co/MVPTfWuC0I	no
Khan sb is not crrrrupt okay. He also isn’t a drug addict and hasn’t lied about the fact that he has three children. He respects women and non-Muslims and has found a cure for cancer. #WazireAzamImranKhan https://t.co/JwboBT7ha1	no
RT @TheRealCheshCat: @MindFullDesignz DJT could cure cancer; and the MSM would complain about the cancer doctors out of jobs.	no
@johncusack John, you base everything you say off of emotion instead of fact.  Sort of depressing really.  Liberals are never happy with anything Trump does.  He could cure cancer and you would call people to the streets to protest.	no
Robots to cure people: this EU-supported project is developing a new #AI device to test tissue samples and diagnose #cancer &amp; other serious illnesses much faster  🤖💉👩‍⚕️ Full story: https://t.co/18vf11WphY #DigitalHealth #HealthTech #EUBudget https://t.co/eJ4P7EfBXk	no
Priyanajali, along with Dr Dhruv Kacker, co-founded Aaroogya to bridge the “large gap” between high-end #diseaseprevention and cure existing in rural India’s #healthcare. #CancerResearch https://t.co/sfP06OuWvI	no
16-year-old Jeremiah Thomas, who is battling cancer, has used his Make a Wish to ask for an end to abortion.   Thank you, Jeremiah, for your beautiful life, and for inspiring so many. https://t.co/buMZMGgyAY How sad that he's so young, brainwashed and has cancer.   Maybe his wish should be for health care for all, and for his imaginary friend to exist and cure him of cancer. https://t.co/27tWcb3oEk	no
RT @LifeZette: President could cure cancer, and yet the 'Late Show' host would still find something to whine about and criticize https://t.…	no
Ronaldo could solve world hunger, find the cure to cancer and score 2,000 career goals by the age of 35 and Messi dickriders would still convince themselves Messi is better	no
RT @cabeyoslatina: she has a smile that can cure cancer and end wars https://t.co/vlvLMG460O	no
RT @Orwellian_EU: Let's face it, Trump could find a cure for cancer and all the luvvies would do is shout, "Fuck Trump!" in response.	no
I have always said this. Every time a child is murdered through an abortion, we lose someone who could have been the one to find the cure for cancer, or something of equal importance. We kill our potential for a better society and world. https://t.co/kvJA4hjtzh	no
Almost all people with albinism are visually impaired and are prone to developing skin cancer. There is no cure for the absence of melanin that is central to albinism. #InternationalAlbinismAwarenessDay  #BeyondTheComplexion https://t.co/Ir1E9GelqJ	no
RT @RealMediaCrooks: Sad to hear ... Science has gone to AI and all... but still to find a real cure for this... #SonaliBendre https://t.co…	no
“Acceptance” does NOT alleviate PAIN!! 😡😡  Accepting ur limitations from chronic illness &amp; pain IS something that is NEEDED. However, that does NOT treat or cure the ILLNESS or PAIN!! Medication is still NEEDED!! Why are they REPLACING medical treatments w/psychological help?! https://t.co/kcBLPukPqY @Enough212 That is insane: a pain acceptance group? How about a cancer acceptance group or a heart attack or stroke acceptance group? Then there is the compound fracture and broken back acceptance group. Then most logically along this line of thinking: the insanity acceptance group. #IPP	no
My husband is going on 3 years taking the same TKI with no radiological evidence of disease. Within this time he got to deliver our second child and watch our daughter’s first graduation. It may not be the imatinib of lung ca but to our family his TKI is a #gamechanger. https://t.co/8eFXOhTWh5 I hear this often from multiple fronts and don't understand it. Just because targeted rx doesn't CURE cancer does not mean it's not a game-changer. Knowing many lung cancer pts that have lived 8, 10, 12+ years on targeted rx, this really makes me scratch my head.... #LCSM https://t.co/7Un1mrt9CL	yes
I don't get it Is it that trump voters only value American (white) life? This is insane to me. They are not goats They are human  Beings that could change the 🌎 one day and cure cancer!  Every life is precious. #ShowUsTheBabyJail #WhereAreTheBabies	no
Sis y’all need to hop on the black seed oil band wagon. That shit cure every thing including cancer. It’s good for everything u can think of. You can purchase from GNC, Amazon, vitamin store, and other organic vitamin places. God spoke about natural herbs to heal. It’s magic.	yes
Why don't you just be Honest. It doesn't matter what Trump does, you Libtards will never be satisfied. If he found the cure for cancer you would say he interfered with the natural progress of a disease and is going to mutate and cause the death of everyone. https://t.co/g8Gnd2vuQD	no
This year my brother @NickBaranello is wrestling in the 2018 Pin Cancer Nationals in honor of our father @jdbnj who has been battling pancreatic cancer! Any donations go towards cancer research to help find a cure and are greatly appreciated! https://t.co/7ddSFIf5W4 https://t.co/kagcHeAomr	no
Taehyung, you are the state lottery, the cure for cancer, and the three wishes from Aladdin's lamp all rolled into one.  #5thFlowerPathWithBTS @BTS_twt https://t.co/263YUFR7Rw	no
That smile can cure cancer! Such an angelic and gentle smile. We love you #JUNGKOOK ❤ @BTS_twt  Cr: @ONANDOFF_JK  Tags ❥ #정국 #BTSxSuperConcert https://t.co/Z2mzSGeTvN	no
RT @Bimzee_: How can u score a goal against a 19yr old boy and celebrate like u found the cure for Cancer?	no
I hate to remind my oncology colleagues of this point, since their rhetoric is as if they have forgotten  These are not game-changer drugs (with exception of imatinib CML) by the way  Most of these cancer patients, will die of these cancers  It makes me sad https://t.co/dlQLAGfvyQ I hear this often from multiple fronts and don't understand it. Just because targeted rx doesn't CURE cancer does not mean it's not a game-changer. Knowing many lung cancer pts that have lived 8, 10, 12+ years on targeted rx, this really makes me scratch my head.... #LCSM https://t.co/7Un1mrt9CL	yes
His smile could end wars, cure cancer, move mountains, rival the sun, clear skin, water crops, and supply safe drinking water to the entire African continent.  #BTSARMY #ChoiceFandom #TeenChoice @BTS_twt https://t.co/4EvuGX6tYD	no
Hemp Could Free Us From Oil, Prevent Deforestation, Cure Cancer, and It’s Environmentally Friendly https://t.co/M7poVCXzKP #INDIGENOUS #TAIRP https://t.co/azQ23PWxUv End the deadly &amp; vile agenda of the worlds biggest drug cartel &amp; their drug pushers as they continue to use lobbying &amp; political bribery to keep cannabis/hemp off the market in order to make a fortune selling its lethal, addicting &amp; toxic opioids to... https://t.co/MVPTfWuC0I	yes
Y’all spread this “the fetus could have grown up to cure cancer” nonsense like a child born to financially unstable/poor parents would ever get the chance to do so due to lack of resources and opportunities. You don’t fight for education but you fight for the nonexistent.	no
The United Stars is losing it’s moral leadership in the world.  The isolationist and racist alt-right cancer is spreading within the government. Your last chance for a cure comes this November. Don’t be complacent. #MondayMotivation https://t.co/rcVd6SuvIX	no
It is believed that drinking tea made from pomegranate leaves can help calm stomach disorders, cure digestive problems and combat obesity https://t.co/H8W4ZrYyxw	no
This bitter gourd looks like a cucumber with a horrible case of the hives. But in India, the fruit is seen as a cure for everything from cholesterol to cancer, HIV to hemorrhoids, and beyond. https://t.co/MIXGKJ7oJA	yes
this nayeon with this dahyun can  cure my depression and make me glow, but also give me cancer???Talk about a two-faced hoe   #TWICE_DTNA_7월9일_컴백 https://t.co/imRgqr2eY1	no
RT @jeenasingh: Cow urine, cancer cure and scientist in a single sentence! We ARE living in interesting times Indeed! https://t.co/FdqBBhfd…	yes
NSW Information Commissioner, Elizabeth Tydd, in a press release: "Government holds information that informs its decision-making, information that should be actively applied to ensure meaningful engagement with citizens and promote a more participatory democracy." WTF? Translation: NSW wants to open up all your personal data to whoever wants to buy it, privacy be damned. Because maybe it'll cure cancer. https://t.co/ejNhBIaytR	no
RT @SupremeSaxx: Prolly found the cure to HIV or cancer https://t.co/4lAPuYYAvs	no
RT @USATrump45: President Trump could cure cancer and Democrats would still throw a temper tantrum and hold protests! https://t.co/Vne7OL2X…	no
FACTS  NO one has PROVEN to grow+thicken human hair, cure acne, cancer or ANY illness or condition modern medical science has not.  Quacks are on social and other media for EGO and MONEY.  Quacks prey on anyone, some choosing a specific demographic, e.g. your kids. ©@diomedes66 https://t.co/0Bi6rWG1lt	no
#TRUMP could cure cancer, eradicate hunger and poverty and still the MSM would pull him down and put a negative spin on it. War and conflict to them is preferable to being wrong as they consistently are.   #TrumpKimSummit #MAGA	no
@yesnicksearcy Trump could find the cure for cancer and the left would report it as: "Trump targets chemotherapy industry. Thousands of jobs expected to be lost"	no
*Opens cab-booking app* Cab is 5 minutes away  *Books cab* Cab will take 13 years, 10 months, 3 weeks, 5 days and 12 hours. Your kids will be born and grow up not knowing their mother, scientists will cure cancer, a volcano will erupt and wipe Hawaii away.	no
@realDonaldTrump Donald Trump could find the miraculous cure cancer, and the left would say, “Thanks for putting half of the medical field out of business, Dotard!”   It doesn’t matter what he does, good or bad.	no
There may be no cure yet, but Purdue is home to thousands of dedicated students raising money for cancer research every year. As always, Tyler, all of PUDM is proud of your fight and is standing behind you! https://t.co/xF43G1OdRq Riley patient @theTylerTrent has everything going for him, except a cure. Full video: https://t.co/KtEzLwwyf0 #GiveHope @PUDM @rileykidsdm @LifeAtPurdue @BoilerFootball @BoilerBall https://t.co/LBwUuQwS1e	no
@iamsonalibendre Hope you know there are very effective treatments in India, where they use cow urine therapy and other natural ingredients to cure cancer...many people in last stages have been cured.. wish you recover soon! Everytime I feel like I have seen the most idiotic bhakt I can ever see in my life, I come across an even more idiotic bhakt with super idiotic brain that makes the old bhakt seem like sensible bhakt. https://t.co/60CERY8k8y	yes
Meet the Collaborating Societies! SIOP is the only global multidisciplinary society entirely devoted to #paediatric and #adolescent #cancer. SIOP’s vision is that no child should die of cancer and that cure can be achieved with no or minimal late effects.  https://t.co/YF1VB3Squf https://t.co/JAGEKSFJOP	no
Imagine being God listening to prayers and some are to cure cancer and some are to end poverty and then there’s Maddie praying that she marries a guy who will pregame with her before their kid’s baseball game even though one of them has to drive there and back	no
Rep. Jayapal (Wash.), Sen. Gillibrand (N.Y.) &amp; Sen. Duckworth (Ill.)—w/11-week-old daughter—showed up to the #WomenDisobey sit-in today @ Hart Senate Office Building, where ~575 women were arrested for unlawfully demonstrating (against Trump's immigration policy). Photos by me. https://t.co/khUO3MqiFc Tammy Duckworth literally has a baby strapped to her whilst protesting and she’s disabled and a full time Senator, did I mention she has a PhD and she’s a veteran and 1st generation immigrant. She’s probably gonna cure cancer one day in her spare time, just for fun. https://t.co/8bUP5UNqXr	no
@itsBrendanJ fuck your decision,be a people man rather than a faggot. its like your holding the cure for cancer but not releasing it because you want to make money from treatments, your trying to get more attention by not releasing it,because if you did people would see it and not care bout u	no
@dasrohitsuman10 @shrutihaasan @iamsonalibendre #TrueWorship_Cures_Cancer  Only God can cure the fatal disease like this cancer and no one else. Must watch example , its really happened. @iamsonalibendre https://t.co/FJwYroH2NS	no
Cancer is terrible thing. I lost my mother when I was 4 years old to Luekemia. I pledged that I would one day help anyone I can with cancer, and help find a cure for this! We’ve been crushing our goals so far, and with your help, we can crush cancer! https://t.co/814hMqRQNw	no
fuck cancer FUCK CANCER AND FUCK THE COMPANIES THAT KNOW HOW TO CURE IT AND WONT BECAUSE PEOPLE HAVING CANCER IS GOOD FOR THEIR BUSINESS IM SO FUCKING MAD	no
This is the link to the column: https://t.co/F8ohkzfQYj  It's about immunotherapy, which might get us--not to a cure for cancer, but to the point where we've beaten back the disease to a fraction of its former territory. A 10% drop in cancer mortality would have an economic benefit for current and future generations of Americans of 5 trillion dollars. Murphy, KM, and RH Tope. "The Value of Health and Longevity." Journal of Political Economy	yes
@radarcontact1 It’s a full on solar eclipse at this point. The #msm is nothing but a cesspool of sycophantic parrots. Frankly @potus could cure cancer, completely obliterate corruption worldwide, end hunger and create perpetual world peace and it would still not be enough for the #Left #dems	no
I pray that you received good ⚕️ news today brother 🙏🙏🙏@DetJoeLocus .   Joe and @elow2K  - I pray that God will cure both of you of the Cancer that has invaded your bodies, and restore both of you to good health in mind and body 🙏🙏🙏. https://t.co/9SEZcqqPgW	no
Today our remarkable boy would have been 2 years old. We’d like to invite you to honour and remember him by sharing his story and spread the word that the cure for blood cancer is… https://t.co/9XQUq8lH48	no
maybe the first female president has already been born and her mind isn't being properly nurtured due to underfunded school districts. maybe the cure for cancer is in the mind of an immigrant who is not given the same opportunities as a citizen. but sure, pretend to care. https://t.co/D2ZapbKEIC @jordylancaster The first female President, maybe even the scientist who was to cure cancer could have been among the millions of lives (all of which would’ve been special in their own ways) unjustly precluded by abortion. I will be praying about this (&amp; should have been already).	no
I hear this often from multiple fronts and don't understand it. Just because targeted rx doesn't CURE cancer does not mean it's not a game-changer. Knowing many lung cancer pts that have lived 8, 10, 12+ years on targeted rx, this really makes me scratch my head.... #LCSM https://t.co/7Un1mrt9CL As a stage IV lung cancer patient, I’ve been on targeted therapy for almost 5 years and it’s certainly been a game-changer for me.  I’ve been able to live a normal, active life while seeing my kids grow into teenagers and celebrating many milestones with my family! #lcsm https://t.co/HGVycEivXy	yes
Manta rays are being hunted for their gill rakers, which some believe can boost the immune system and supposedly cure cancer, chickenpox, and even fertility issues. A special report on #wildlife trade in South-east Asia https://t.co/MeOf9OjeBo https://t.co/IN55WsOJD5	yes
What was Satan's downfall? Pride.   Pride is the root cause of all other sin.  The greatest sin.  It infects like a cancer and if untreated will lead to death.  Why?  Because a person can't come to Jesus for salvation in pride.  The cure is humility in large doses daily, forever.	no
Max was diagnosed with cancer the day before his 4th birthday. We are blessed that today he is 15 and considered a 11-year cancer survivor. This speech was given at the 2018 Roar For A Cure Golf Classic held at Sebonack Golf Club. https://t.co/R0nDkJogwN #ChildhoodCancer	no
ahh what a long day 😩 having 5 majors and working for 28 hours a day behind my desk is so exhausting 😔 time to go back home and do some research on how to permanently cure cancer. it’s so exhausting having to live with underachievers everyday😜😉	no
